exercise_name,equipment,mechanics,force,desc,execution,muscle_group,level
Lunge:  Rear Lunge,Barbell,Compound,Push,"From rack with barbell upper chest height, position bar on back of shoulders and grasp barbell to sides. Dismount bar from rack.",Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs alternating between sides.,Hips,3
Single Leg Split Squat,Barbell,Compound,Push,Stand facing away from bench. Position bar on back of shoulders and grasp barbell to sides. Extend leg back and place top of foot on bench.,Squat down by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,Hips,4
Single Leg Split Squat:  Single Leg Squat,Barbell,Compound,Push,Stand with arms extended out in front holding barbell. Balance on one leg with opposite leg extended forward off of ground.,Squat down as far as possible while keeping leg elevated off of floor. Keep   supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Return and repeat. Continue with opposite leg.,Hips,4
Single Leg Split Squat:  Split Squat,Barbell,Compound,Push,Position barbell on back of shoulders and grasp barbell to sides. Stand with feet far apart; one foot forward and other foot behind.,Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,Hips,3
Squat,Barbell,Compound,Push,"From rack with barbell at upper chest height, position bar low on back of shoulders. Grasp barbell to sides. Dismount bar from rack and stand with wide stance.",Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,Hips,4
Squat:  Front Squat,Barbell,Compound,Push,"From rack with barbell upper chest height, position bar in front of shoulders. Cross arms and place hands on top of barbell with upper arms parallel to floor. Dismount bar from rack.","Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel. Extend knees and hips until legs are straight. Return and repeat.",Hips,4
Squat:  Full Squat,Barbell,Compound,Push,"From rack with barbell upper chest height, position barbell on back of shoulders and grasp bar to sides. Dismount bar from rack.","Squat down by bending hips back while allowing knees to bend forward, keeping back straight and knees pointed same direction as feet. Descend until knees and hips are fully bent. Extend knees and hips until legs are straight. Return and repeat.",Hips,5
Squat:  Safety Squat,Barbell,Compound,Push,Standing facing safety barbell on rack upper chest height. Position head in yoke with padded bar around shoulders. Hands can be placed on ends of yoke (as shown) or on safety bar out to sides. Dismount bar from rack and step back.,"Squat down by bending hips back while allowing knees to bend slightly forward, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Stand by extending hips and knees until legs are straight. Repeat.",Hips,4
Step-up,Barbell,Compound,Push,Stand facing side of bench. Position bar on back of shoulders and grasp barbell to sides.,Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg alternating first steps between legs.,Hips,3
Glute Kickback,Cable,Compound,Push,Stand facing side of bench. Position bar on back of shoulders and grasp barbell to sides.,Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg alternating first steps between legs.,Hips,2
Rear Lunge,Cable,Compound,Push,Stand between two very low pulleys with shoulder width or narrower stance. Squat down and grasp stirrup attachments to each side. Stand upright with arms straight down to sides.,Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs alternating between sides.,Hips,3
Split Squat,Cable,Compound,Push,"Facing low pulley, kneel to attach cable belt or dip belt around waist. Place hand(s) on ballet bar or machine (not on guide rod!) for balance. Stand away from pulley with one leg forward and opposite leg to rear.",Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original straddle position by extending hip and knee of forward leg. Repeat. Continue with legs in opposite position.,Hips,3
Split Squat:  Two Arms,Cable,Compound,Push,Stand between two very low cable pulleys. Grasp stirrup attachments with each hand. Place one leg far forward and opposite leg far back to rear.,Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original straddle position by extending hip and knee of forward leg. Repeat. Continue with legs in opposite position.,Hips,3
Squat,Cable,Compound,Push,Stand with feet shoulder width or slightly wider on platform between very low and close pulley cables. Squat down with knees slightly beyond foot and shoulder above feet. Grasp stirrups to each side with arms straight.,"Keeping chest high and back straight, raise stirrups by extending knees and hips until legs are straight. Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Squat down until thighs are just past parallel to floor. Return and repeat.",Hips,4
Standing Hip Extension,Cable,Isolated,Push,"Attach ankle cuff to low pulley. With cuff on one ankle, grasp ballet bar with both hands and step back with other foot. Elbows remain straight. Attached leg is straight and foot is slightly off floor.",Pull cable attachment back by extending hip. Return leg to original position. Repeat. Continue with opposite leg.,Hips,2
Standing Hip Extension:  Bent-over,Cable,Isolated,Push,"Attach ankle cuff to low pulley. With cuff on one ankle, grasp ballet bar with both hands and step far back with other foot. Arms remain extended to support body leaning forward. Leg with ankle cuff attached in slightly bent with foot off floor.",Pull cable attachment back by extending hip. Return leg to original position and repeat. Continue with opposite leg.,Hips,2
Step-up,Cable,Compound,Push,Stand behind elevated platform and low and close pulley cables to sides. Grasp stirrups at each side of platform. Stand upright with arms straight down at sides.,Place foot of first leg on elevated platform. Stand on elevated platform by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to lower position. Repeat first step with opposite leg alternating first steps between legs.,Hips,3
Stiff-leg Deadlift,Cable,Compound,Pull,Stand on elevated platform between two very low pulleys with shoulder width or narrower stance. Squat down and grasp stirrup attachments to each side. Stand upright with arms straight down to sides.,"Bow forward by bending hips. Bend knees slightly during descent and keep waist straight, flexing low back at bottom. With knees slightly bent, raise torso by extending at waist, then hips, gradually extending knees until standing upright. Pull shoulders back slightly if rounded. Repeat.",Hips,4
Stiff-leg Deadlift:  Straight-back,Cable,Isolated,Pull,Stand between two very low pulleys with shoulder width or narrower stance. Squat down and grasp stirrup attachments to each side. Stand upright with arms straight down to sides.,"With back straight, bow forward by bending hips and bend knees slightly during descent. Raise torso by extending hips while gradually extending knees until standing upright. Pull shoulders back slightly if rounded. Repeat.",Hips,4
Lunge,Dumbbell,Compound,Push,Stand with dumbbells grasped to sides.,Lunge forward with first leg. Land on heel then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.,Hips,3
Lunge:  Rear Lunge,Dumbbell,Compound,Push,Stand with dumbbells grasped to sides.,Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs alternating between sides.,Hips,3
Split Squat,Dumbbell,Compound,Push,Stand with dumbbells grasped to sides. Stand with feet far apart; one foot forward and other foot behind.,Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,Hips,3
Squat,Dumbbell,Compound,Push,Stand with dumbbells grasped to sides.,"Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet.   Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.",Hips,4
Squat:  Front Squat,Dumbbell,Compound,Push,Stand with dumbbells grasped to sides. Clean dumbbells up to shoulders so side of each dumbbell rests on top of each shoulder. Balance dumbbells on shoulder by holding on to dumbbells with elbows flaring outward. Position feet shoulder width or slightly narrower apart.,"Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet.   Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.",Hips,4
Step-up,Dumbbell,Compound,Push,Stand with dumbbells grasped to sides facing side of bench.,"Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg, alternating first steps between legs.",Hips,3
Step-up:  Step Down,Dumbbell,Compound,Push,"Hold dumbbells in each hand down to sides and stand with one foot on bench. Position foot on bench to side, forward of straight knee.",Stand on bench by straightening leg and pushing body upward. Step down returning foot off of bench to floor and repeat. Continue with opposite position.,Hips,3
Deadlift,Lever (plate loaded),Compound,Pull,Stand between lever handles to sides. Squat down with feet flat and grasp handles to sides.,"Lift lever by extending hips and knees to full extension. Pull shoulders back at top of lift if rounded. Return weight by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Repeat.",Hips,5
"Deadlift:  Stiff-leg Deadlift

Straight-back

",Lever (plate loaded),Compound,Pull,Stand between lever handles with shoulder width or narrower stance. Squat down and grasp handles to each side. Stand upright with arms straight down to sides.,"Bow forward by bending hips. Bend knees slightly during descent and keep waist straight, flexing low back at bottom. With knees slightly bent, raise torso by extending at waist, then hips, gradually extending knees until standing upright. Pull shoulders back slightly if rounded. Repeat.",Hips,4
Leg Presses,Lever (plate loaded),Compound,Push,Sit on machine with back on padded support. Place feet slightly high on platform. Extend hips and knees. Release dock lever and grasp handles to sides.,Flex hips and knees to lower lever until hips are completely flexed. Push platform by extending knees and hips. Repeat.,Hips,3
Leg Presses:  45° Leg Press,Lever (plate loaded),Compound,Push,Sit on machine with back on padded support. Place feet slightly high on platform. Extend hips and knees. Release dock lever and grasp handles to sides.,Flex hips and knees to lower lever until hips are completely flexed. Push platform by extending knees and hips. Repeat.,Hips,3
Leg Presses:  Lying Leg Press,Lever (plate loaded),Compound,Push,Climb up steps to top of machine. Lie supine on horizontal padded platform with shoulders against pad. Place feet equally spaced and slightly high on platform. Grip handles above shoulder pads.,Push lever platform away by extending hips and knees until knees are straight. Return lever platform by flexing hips and knees until knees are just short of complete flexion or until hips are completely flexed. Repeat.,Hips,3
Leg Presses:  Seated Leg Press,Lever (plate loaded),Compound,Push,Sit on machine with back on padded support. Place feet slightly high on platform. Grasp handles to sides.,Push platform(s) away by extending knees and hips until knees are fully extended. Return until hips are completely flexed. Repeat.,Hips,3
Lying Hip Extension,Lever (plate loaded),Isolated,Push,Lie on bench with knees legs over pads. Align hip joints with lever fulcrum. Strap hips down with belt. Grasp handles at each side.,Extend hips and knees until legs are straight. Return to original position by flexing hips and knees. Repeat.,Hips,2
Reverse Hyper-extension,Lever (plate loaded),Isolated,Push,"Place one leg in strap so it is positioned above ankle. Step up onto step built on side of apparatus with other foot. Lay torso and waist on bench and grasp handles. Place stepping foot inside of strap, just in front of leg already in strap. Position legs side by side. Feet should be above floor with legs hanging straight down.",Raise lever by extending hips as high as possible with legs nearly straight. Lower legs to original position. Repeat.,Hips,3
Single Leg Split Squat,Lever (plate loaded),Compound,Push,Stand between lever handles to sides. Extend leg back and place top of foot on cross bar. Squat down and grasp handles to sides.,"With chest high, lift lever by extending hips and knees to full extension. Return until knee of rear leg is almost in contact with floor. Repeat. Continue with opposite leg.",Hips,4
Single Leg Split Squat:  Single Leg Squat,Lever (plate loaded),Compound,Push,Stand between handles facing away from fulcrum. Grasp both handles to sides and stand upright. Cross lower leg above knee of supporting leg.,"Bend knee forward slightly while allowing hips to bend back behind, keeping back straight and knee pointed same direction of foot. Squat down as low as possible. Extend knee and hip until leg is straight. Return and repeat. Continue with opposite leg.",Hips,4
Split Squat,Lever (plate loaded),Compound,Push,Stand between lever handles to sides. Place forefoot of one foot on floor to rear and other foot slightly forward. Squat down and grasp handles to sides.,"With chest high, lift lever by extending hips and knees to full extension. Return until knee of rear leg is almost in contact with floor and repeat. Continue with opposite leg.",Hips,3
Squat,Lever (plate loaded),Compound,Push,Squat down to place shoulders under padded lever. Place feet shoulder width apart slightly in front of shoulders. Extend knees and hips until legs are straight. Release support lever.,"Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Descend by bending knees and hip until thighs are just past parallel to floor. Lift lever up by extending knees and hips until legs are straight. Repeat.",Hips,4
Squat:  Front Squat,Lever (plate loaded),Compound,Push,Step onto platform facing padded levers. Squat down to place shoulders under padded lever. Place feet shoulder width apart on platform. Extend knees and hips until legs are straight. Release support lever if it does not disengage by itself.,"Lower lever by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Lift lever up by extending knees and hips until legs are straight. Repeat.",Hips,4
Hip Extensions,Lever (selectorized),Isolated,Push,"Step up onto platform. Position belly on wide pad, forearms on padded arm rest, and grip handles. Position bottom of foot on foot lever with lower leg under pad.",Push foot lever back by extending hip. Return leg to original position. Repeat. Reposition and continue with opposite leg.,Hips,2
Hip Extensions:  Bent-over,Lever (selectorized),Isolated,Push,"Step up onto platform. Position belly on wide pad, forearms on padded arm rest, and grip handles. Position bottom of foot on foot lever with lower leg under pad.",Push foot lever back by extending hip. Return leg to original position. Repeat. Reposition and continue with opposite leg.,Hips,2
Hip Extensions:  Lying,Lever (selectorized),Isolated,Push,"With leg lever positioned in the lower position, lie supine on machine with legs over padded bar. Align hip joints with lever fulcrum. Strap hips down with belt if available. Release leg lever and adjust until leg lever is in upper position. Grasp handles to sides of head.",Push padded leg bar down until hips are extended. Return and repeat.,Hips,2
"Hip Extensions:  Standing

alternative machine

",Lever (selectorized),Isolated,Push,Stand on platform facing to one side and grasp bar for support. Place leg nearest machine on padded roller while standing on other leg.,Lower lever by extending hip. Return until knee is higher than hip. Repeat. Continue with opposite leg.,Hips,2
Leg Presses,Lever (selectorized),Compound,Push,Sit on machine with back on padded support. Place feet slightly high on platform. Grasp handles to sides.,Extend knees and hips until knees are fully extended. Return until hips are completely flexed. Repeat.,Hips,3
Leg Presses:  Seated Leg Press,Lever (selectorized),Compound,Push,Sit on machine with back on padded support. Place feet slightly high on platform. Grasp handles to sides.,Extend knees and hips until knees are fully extended. Return until hips are completely flexed. Repeat.,Hips,3
Glute Kickback,Lever (selectorized),Compound,Push,Lean over padded surface and grasp handles. Bend knee and position foot against lever platform or pedal.,Push platform or pedal back by extending leg. Return leg to original position. Repeat. Continue with opposite leg.,Hips,2
Glute Kickback:  Bent-over,Lever (selectorized),Compound,Push,Lean over padded surface and grasp handles. Bend knee and position foot against lever platform or pedal.,Push platform or pedal back by extending leg. Return leg to original position. Repeat. Continue with opposite leg.,Hips,2
Glute Kickback:  Kneeling,Lever (selectorized),Compound,Push,"Kneel on machine by placing one knee on lower pad. Rest torso on middle pad, place forearms on padded arm rest, and grip handles. Position other foot of other leg up to lever platform.",Push platform back by extending leg back. Return leg to original position and repeat. Continue with opposite leg.,Hips,2
Glute Kickback:  Standing,Lever (selectorized),Compound,Push,Step on left platform with left foot. Grasp handle bars to each side. Place right foot on highest lever platform.,Push platform down by extending leg until straight. Return leg to original position. Repeat. Continue with opposite leg positions.,Hips,2
Squat,Lever (selectorized),Compound,Push,Squat down to place shoulders under padded lever. Place feet shoulder width apart slightly in front of shoulders.,"Raise lever up by extending knees and hips until legs are straight. Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Return and repeat.",Hips,4
Squat:  V-Squat,Lever (selectorized),Compound,Push,"Position shoulders under shoulder pads with back against back pad. Place feet on platform, shoulder or hip width apart. Squeeze hand lever. Keeping hand lever squeezed, squat down by bending hips and knees until knees or hips are just short of complete flexion. Release hand lever and raise up on sled just slightly until weight stack is engaged (click is heard).",Raise lever by extending knees and hips until legs are straight. Squat down with knees pointed same direction as feet. Descend until knees or hips are near complete flexion. Repeat.,Hips,4
Leg Presses,Sled,Compound,Push,Sit on machine with back on padded support. Place feet slightly high on platform. Extend hips and knees. Release dock lever and grasp handles to sides.,Lower sled by flexing hips and knees until knees are just short of complete flexion or until hips are completely flexed. Return by extending knees and hips. Repeat.,Hips,3
Leg Presses:  45° Leg Press,Sled,Compound,Push,Sit on machine with back on padded support. Place feet slightly high on platform. Extend hips and knees. Release dock lever and grasp handles to sides.,Lower sled by flexing hips and knees until knees are just short of complete flexion or until hips are completely flexed. Return by extending knees and hips. Repeat.,Hips,3
Leg Presses:  Lying Leg Press,Sled,Compound,Push,Lie supine on platform with shoulders against pad. Place feet slightly high on platform.,Extend hips and knees. Return until hips are completely flexed. Repeat.,Hips,3
Leg Presses:  Seated Leg Press,Sled,Compound,Push,Sit on machine with back on padded support. Place feet slightly high on platform. Grasp handles to sides.,Extend knees and hips until knees are fully extended. Return until hips are completely flexed. Repeat.,Hips,3
Glute Kickback,Sled,Compound,Push,"Kneel on machine by placing knees on lower pad and feet against bars to rear, if available. Place forearms on padded armrest, and grip handles. Position one foot up so middle of sole is positioned under foot bar.",Push foot bar up by extending leg   back as far as possible. Return leg to original position and repeat. Continue with opposite leg.,Hips,2
Glute Kickback:  Kneeling,Sled,Compound,Push,"Kneel on machine by placing knees on lower pad and feet against bars to rear, if available. Place forearms on padded armrest, and grip handles. Position one foot up so middle of sole is positioned under foot bar.",Push foot bar up by extending leg   back as far as possible. Return leg to original position and repeat. Continue with opposite leg.,Hips,2
Glute Kickback:  Standing,Sled,Compound,Push,Straddle sled and place foot on pedal. Place chest on pad and grasp handles.,Push platform back by extending leg   back until straight. Return leg to original position. Repeat. Continue with opposite leg.,Hips,2
Squat,Sled,Compound,Push,"Squat down to place shoulders under padded bars. Lean back against back pad if available. Place feet shoulder width apart, slightly in front of shoulders.","If hand or lever lock is available, disengage weight, squat to lowest position and re-engage lock. Lift sled by extending knees and hips until legs are straight. Lower sled by bending knees forward slightly while allowing hips to bend back behind, keeping back straight and knees pointed same direction as feet. Descend until thighs are just past parallel to floor. Return and repeat.",Hips,4
Squat:  Hack Squat,Sled,Compound,Push,Lie supine on platform with shoulders against pad. Place feet high up on platform. Extend hips and knees. Release dock levers.,Lower sled by flexing hips and knees until hips are completely flexed. Raise sled by extending knees and hips. Repeat.,Hips,4
Deadlift,Smith,Compound,Pull,Stand with shoulder width or narrower stance with feet flat beneath bar. Grasp bar with shoulder width or slightly wider mixed grip or slightly wider. Disengage bar by rotating bar back.,"Return weight toward floor by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet. Lift bar by extending hips and knees to full extension. Pull shoulders back at top of lift if rounded. Return and repeat.",Hips,5
"Deadlift:  Stiff-leg Deadlift

Straight-back

",Smith,Compound,Pull,Stand with shoulder width or narrower stance on elevated platform with thigh against bar. Grasp bar with shoulder width or slightly wider overhand grip. Disengage bar by rotating bar back.,"With knees slightly bent, lower bar toward top of feet by bending hips. Keep waist straight, flexing only slightly at bottom. Lift bar by extending at hips until standing upright. Pull shoulders back slightly if rounded. Extend knees at top if desired. Repeat.",Hips,4
Rear Lunge,Smith,Compound,Push,"With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet under bar or slightly forward. Straighten legs so weight is lifted. Disengage bar by rotating bar back. Place feet slightly forward.","Step back with one leg while bending supporting leg. Plant forefoot far back on floor. Lower body by flexing knee and hip of supporting leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward supporting leg and return rear leg next to supporting leg. Repeat movement with opposite legs, alternating between sides.",Hips,3
Squat,Smith,Compound,Push,"With bar upper chest height, position bar on back of shoulders and grasp bar to sides. Place feet slightly forward. Disengage bar by rotating bar back.","Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet.   Descend until thighs are just past parallel to floor. Extend knees and hips until legs are straight. Return and repeat.",Hips,4
Reverse Hyper-extension,Weighted,Isolated,Push,Place sandbag or medicine ball between ankles. Lay torso and waist on bench and grasp handles. Feet should be above floor with legs straight.,Raise weight by extending hips as high as possible until legs are nearly straight. Lower legs to original position. Repeat.,Hips,3
Single Leg Squat,Weighted,Compound,Push,"Stand with arms extended out in front, holding medicine ball or weight plate. Balance on one leg with opposite leg extended forward off of ground.",Squat down as far as possible while keeping leg elevated off of floor. Keep supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Return and repeat. Continue with opposite leg.,Hips,4
Lunge,Body Weight,Compound,Push,Stand with hands on hips or in front of body.,"Lunge forward with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.",Hips,3
Rear Lunge,Body Weight,Compound,Push,Stand with hands on hips or in front of body.,"Lunge forward with first leg. Land on heel, then forefoot. Lower body by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by forcibly extending hip and knee of forward leg. Repeat by alternating lunge with opposite leg.",Hips,3
Single Leg Squat,Body Weight,Compound,Push,Stand with arms extended out in front. Balance on one leg with opposite leg extended forward off of ground.,Squat down as far as possible while keeping leg elevated off of floor. Keep back as straight as possible and supporting knee pointed same direction as foot supporting. Raise body back up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.,Hips,4
Split Squat,Body Weight,Compound,Push,Stand with hands on hips. Position feet far apart; one foot forward and other foot behind.,Squat down by flexing knee and hip of front leg. Allow heel of rear foot to rise up while knee of rear leg bends slightly until it almost makes contact with floor. Return to original standing position by extending hip and knee of forward leg. Repeat. Continue with opposite leg.,Hips,3
Split Squat:  Single Leg Split Squat,Body Weight,Compound,Push,Stand facing away from bench. Extend leg back and place top of foot on bench.,Squat down by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg and repeat. Continue with opposite leg.,Hips,4
Single Leg Stiff Leg Deadlift,Body Weight,Isolated,Pull,Stand with feet together and hands just in front of thighs. Lift leg slightly so foot is just off floor.,"Lower torso forward and downward while raising lifted leg back behind. Keep back straight and knee of supporting leg slightly bend. Keep hip and knee of lifted leg extended throughout movement. Once stretch is felt or hands contact floor, return to original position by raising torso while lowering lifted leg. Straighten knee of supporting leg as torso becomes upright. Repeat.",Hips,4
Squat,Body Weight,Compound,Push,Stand with arms extended forward.,"Squat down by bending hips back while allowing knees to bend forward slightly, keeping back straight and knees pointed same direction as feet.   Descend until thighs are just past parallel to floor. Squat up by extending knees and hips until legs are straight. Return and repeat.",Hips,4
Step-up,Body Weight,Compound,Push,"Stand facing side of bench, step or platform.","Place foot of first leg on bench. Stand on bench by extending hip and knee of first leg and place foot of second leg on bench. Step down with second leg by flexing hip and knee of first leg. Return to original standing position by placing foot of first leg to floor. Repeat first step with opposite leg, alternating first steps between legs.",Hips,3
Step-up:  Step Down,Body Weight,Compound,Push,"Stand with one foot on bench or elevated surface. Position foot on elevated surface to side, forward of straight knee.",Stand on bench by straightening leg and pushing body upward. Step down returning foot off of bench to floor and repeat. Continue with opposite position.,Hips,3
Single Leg Squat (leg wrapped),Self-assisted​​​​​​​,Compound,Push,"Stand with hand on hip height elevated surface or other tall, sturdy structure for support. Stand on one leg by wrapping leg around back of supporting leg so top of lifted foot is on outside of supporting leg's ankle.",Squat down by bending knee forward and hip back behind. Keep back straight and supporting knee pointed same direction as foot supporting. Descend until thigh is just past parallel to floor. Return to standing position with minimal assistance from wrapped leg. Stand to original position until knee and hip of supporting leg are straight. Return and repeat. Continue with opposite leg.,Hips,4
Step Down,Self-assisted​​​​​​​,Compound,Push,Stand with one foot on bench or elevated surface. Position foot on elevated surface to side and forward of straight knee.,Stand on bench by straightening leg and pushing body upward. Step down returning foot off of bench to floor and repeat. Continue with opposite position.,Hips,3
Hip Bridge,Suspended,Isolated,Push,"Sit on floor facing suspension trainer loops in low position. Grasp bottom of loops, then lay supine. Raise legs and place heels in loops with soles contacting handles. Lie down supine on mat so knees and hips are bent with suspension straps hanging vertical. Place arms off to sides.",Raise hips up by extending hips until fully extended. Lower hips until hips and back make contact with mat. Repeat.,Hips,2
Single Leg Squat,Suspended,Compound,Push,"Grasp suspension handles and momentarily step back until arms are extended forward and straight. While keeping arms straight and shoulders back, step forward so body reclines back behind suspension handles. Position body and legs straight at desired angle hanging from handles with arms straight. Balance on one leg with opposite leg extended forward off of ground.","Squat down as far as possible while keeping leg elevated off of floor. Keep supporting knee pointed same direction as foot supporting. Raise body back, up to original position until knee and hip of supporting leg is straight. Repeat and continue with opposite leg.",Hips,4
Single Leg Split Squat,Suspended,Compound,Push,Grasp one or both suspension trainer handle(s) in lower position. Step and face away from suspension trainers. Balance on one leg while raising foot from behind and slipping single foot in loop(s). Release handle with hand and position leg back so it is supported behind body by suspension trainer. Place hands on hips and maintain balance throughout exercise.,Squat down by flexing knee and hip of front leg until knee of rear leg is almost in contact with floor. Return to original standing position by extending hip and knee of forward leg and repeat. Continue with opposite leg.,Hips,4
Hip Abduction,Cable,Isolated,Push,Stand in front of low pulley facing to one side. Attach cable cuff to far ankle. Step out away from stack and grasp ballet bar. Stand on near foot and allow far leg to cross in front.,Move leg to opposite side of low pulley by abduction hip. Return and repeat. Turn around and continue with opposite leg.,Hips,2
Seated Hip Internal Rotation,Cable,Isolated,Pull,"Sit on bench or chair with low pulley to side. Attach cable ankle cuff to ankle furthest pulley. Place foot of stationary leg just forward of foot attached to cable. Grasp bench and handle bar on cable column if available. Position thighs of both legs side by side, perpendicular to cable. Raise foot attached to cable slightly off of floor.","Keeping knee of attached leg bent approximately 90°, pull cable attachment away from pulley by rotating hip as far as possible. Return foot behind stationary foot and toward pulley. Repeat. Place ankle cuff on opposite leg and continue facing opposite direction.",Hips,1
Lying Hip Abduction,Dumbbell,Isolated,Push,"Lie on side on floor or mat. Extend top leg down straight and position lower leg back underneath. Grasping dumbbell with hand of arm furthest from floor, position dumbbell as low as possible on top side of thigh.","Raise weighted leg up off ground as high as possible, keeping dumbbell positioned on side of upper thigh. Return to leg to floor and repeat. Repeat and continue with opposite leg.",Hips,2
Seated Hip Abduction,Lever (plate loaded),Isolated,Push,Stand near side of apparatus. Place one leg onto far padded lever and sit on seat. Lift other leg onto other padded lever. Lean back onto back pad. Grasp handles to sides.,Move legs away from one another as far as possible. Return and repeat.,Hips,2
Seated Hip Abduction,Lever (selectorized),Isolated,Push,"Sit on machine with legs inside of side pads. If available, place heels on foot bars. Release and pull lever brace to position legs together. Engage lever into locked position. Lie back and grasp bars to sides.",Move legs apart as far as possible. Return and repeat.,Hips,2
Standing Hip Abduction,Lever (selectorized),Isolated,Push,Adjust platform so lever fulcrum is same height as hip articulation. Adjust roller in low position. Face machine and grasp bars to sides. Place outside of thigh against roller pad and shift body weight to opposite leg.,Raise leg against roller pad to side by abduction hip. Return and repeat. Reposition roller pad lever and continue with opposite leg.,Hips,2
Lying Hip Abduction,Weighted,Isolated,Push,"Sit on floor or mat with bar, plates loaded on one side. Sit on hip with knees bent and place bar on outside of shoe with weight plate(s) positioned beyond foot. Holding on to opposite end of bar, lie on side with weighted leg extended out straight and lower leg bent underneath.",Raise weighted leg up off ground as high as possible. Balance bar on side of foot while holding onto closest side of bar. Return to floor and repeat. Continue with opposite leg.,Hips,2
